"","component_name","pct_weight","is_refuse","gram_weight","nutrient_name","nutrient_amount","min","max","median","nutrient_unit"
"1909","Handling loss",0.4,"N",1.2,"Niacin",6.58,6.31,6.86,6.58,"MG"
"1910","Handling loss",0.4,"N",1.2,"Vitamin B-6",0.638,0.609,0.666,0.638,"MG"
"1911","Handling loss",0.4,"N",1.2,"10:0",0.003,0.002,0.005,0.003,"G"
"1912","Handling loss",0.4,"N",1.2,"16:0",0.546,0.53,0.561,0.546,"G"
"1913","Handling loss",0.4,"N",1.2,"18:0",0.297,0.279,0.315,0.297,"G"
"1914","Handling loss",0.4,"N",1.2,"20:0",0.002,0.002,0.002,0.002,"G"
"1915","Handling loss",0.4,"N",1.2,"20:4",0.032,0.026,0.039,0.033,"G"
"1916","Handling loss",0.4,"N",1.2,"20:1",0.007,0.006,0.008,0.007,"G"
"1917","Handling loss",0.4,"N",1.2,"Fatty acids, total monounsaturated",0.951,NA,NA,NA,"G"
"1918","Handling loss",0.4,"N",1.2,"Fatty acids, total polyunsaturated",0.192,NA,NA,NA,"G"
"1919","Handling loss",0.4,"N",1.2,"15:0",0.011,0.01,0.012,0.011,"G"
"1920","Handling loss",0.4,"N",1.2,"18:1 t",0.11,0.11,0.111,0.11,"G"
"1921","Handling loss",0.4,"N",1.2,"18:2 t not further defined",0.011,0.011,0.011,0.011,"G"
"1922","Handling loss",0.4,"N",1.2,"18:2 CLAs",0.011,0.009,0.012,0.011,"G"
"1923","Handling loss",0.4,"N",1.2,"20:2 n-6 c,c",0.001,0.001,0.001,0.001,"G"
"1924","Handling loss",0.4,"N",1.2,"16:1 c",0.072,0.072,0.072,0.072,"G"
"1925","Handling loss",0.4,"N",1.2,"20:3 n-6",0.012,0.012,0.013,0.012,"G"
"1926","Handling loss",0.4,"N",1.2,"Fatty acids, total trans-dienoic",0.011,NA,NA,NA,"G"
"1927","Handling loss",0.4,"N",1.2,"14:1 c",0.018,NA,NA,NA,"G"
"1928","Handling loss",0.4,"N",1.2,"17:1 c",0.021,NA,NA,NA,"G"
"1929","Handling loss",0.4,"N",1.2,"20:1 c",0.007,NA,NA,NA,"G"
"1930","Handling loss",0.4,"N",1.2,"18:2 c",0.124,NA,NA,NA,"G"
"1931","Handling loss",0.4,"N",1.2,"18:3 c",0.005,NA,NA,NA,"G"
"1932","Handling loss",0.4,"N",1.2,"20:3 c",0.012,NA,NA,NA,"G"
"1933","Handling loss",0.4,"N",1.2,"20:4 c",0.032,NA,NA,NA,"G"
"1934","Handling loss",0.4,"N",1.2,"20:5 c",0.004,NA,NA,NA,"G"
"1935","Handling loss",0.4,"N",1.2,"22:5 c",0.011,NA,NA,NA,"G"
"1936","Handling loss",0.4,"N",1.2,"22:6 c",0.002,NA,NA,NA,"G"
"1937","Handling loss",0.4,"N",1.2,"20:2 c",0.001,NA,NA,NA,"G"
"1938","Handling loss",0.4,"N",1.2,"Total fat (NLEA)",2.23,NA,NA,NA,"G"
"1939","Seam fat",0.1,"Y",0.3,"Protein",23.4,22.6,24,23.4,"G"
"1940","Seam fat",0.1,"Y",0.3,"Ash",1.08,0.99,1.19,1.06,"G"
"1941","Seam fat",0.1,"Y",0.3,"Energy",512,NA,NA,NA,"kJ"
"1942","Seam fat",0.1,"Y",0.3,"Iron, Fe",1.37,NA,NA,1.37,"MG"
"1943","Seam fat",0.1,"Y",0.3,"Magnesium, Mg",11.4,NA,NA,11.4,"MG"
"1944","Seam fat",0.1,"Y",0.3,"Phosphorus, P",222,NA,NA,222,"MG"
"1945","Seam fat",0.1,"Y",0.3,"Sodium, Na",50,NA,NA,50,"MG"
"1946","Seam fat",0.1,"Y",0.3,"Copper, Cu",0.035,NA,NA,0.035,"MG"
"1947","Seam fat",0.1,"Y",0.3,"Manganese, Mn",0.002,NA,NA,0.002,"MG"
"1948","Seam fat",0.1,"Y",0.3,"Riboflavin",0.185,0.18,0.19,0.185,"MG"
"1949","Seam fat",0.1,"Y",0.3,"Vitamin B-12",2.06,2.04,2.09,2.06,"UG"
"1950","Seam fat",0.1,"Y",0.3,"Cholesterol",62,57,67,62,"MG"
"1951","Seam fat",0.1,"Y",0.3,"Fatty acids, total trans",0.129,NA,NA,NA,"G"
"1952","Seam fat",0.1,"Y",0.3,"Fatty acids, total saturated",0.953,NA,NA,NA,"G"
"1953","Seam fat",0.1,"Y",0.3,"12:0",0.002,0.002,0.002,0.002,"G"
"1954","Seam fat",0.1,"Y",0.3,"14:0",0.062,0.059,0.065,0.062,"G"
"1955","Seam fat",0.1,"Y",0.3,"22:6 n-3 (DHA)",0.002,0.002,0.003,0.002,"G"
"1956","Seam fat",0.1,"Y",0.3,"20:5 n-3 (EPA)",0.004,0.002,0.005,0.004,"G"
"1957","Seam fat",0.1,"Y",0.3,"22:5 n-3 (DPA)",0.011,0.009,0.013,0.011,"G"
"1958","Seam fat",0.1,"Y",0.3,"17:0",0.027,0.027,0.028,0.027,"G"
"1959","Seam fat",0.1,"Y",0.3,"24:0",0.003,0.002,0.003,0.003,"G"
"1960","Seam fat",0.1,"Y",0.3,"16:1 t",0.008,0.007,0.009,0.008,"G"
"1961","Seam fat",0.1,"Y",0.3,"18:1 c",0.833,0.804,0.862,0.833,"G"
"1962","Seam fat",0.1,"Y",0.3,"18:2 n-6 c,c",0.113,0.108,0.119,0.113,"G"
"1963","Seam fat",0.1,"Y",0.3,"17:1",0.021,0.021,0.022,0.021,"G"
"1964","Seam fat",0.1,"Y",0.3,"Fatty acids, total trans-monoenoic",0.118,NA,NA,NA,"G"
"1965","Seam fat",0.1,"Y",0.3,"18:3 n-3 c,c,c (ALA)",0.005,0.005,0.005,0.005,"G"
"1966","Seam fat",0.1,"Y",0.3,"Total lipid (fat)",2.48,1.47,3.46,2.26,"G"
"1967","Seam fat",0.1,"Y",0.3,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"1968","Seam fat",0.1,"Y",0.3,"Energy",122,NA,NA,NA,"KCAL"
"1969","Seam fat",0.1,"Y",0.3,"Water",73.7,71.6,74.7,73.7,"G"
"1970","Seam fat",0.1,"Y",0.3,"Calcium, Ca",13,NA,NA,13,"MG"
"1971","Seam fat",0.1,"Y",0.3,"Potassium, K",312,NA,NA,312,"MG"
"1972","Seam fat",0.1,"Y",0.3,"Zinc, Zn",3.38,NA,NA,3.38,"MG"
"1973","Seam fat",0.1,"Y",0.3,"Selenium, Se",22.2,NA,NA,22.2,"UG"
"1974","Seam fat",0.1,"Y",0.3,"Niacin",6.58,6.31,6.86,6.58,"MG"
"1975","Seam fat",0.1,"Y",0.3,"Vitamin B-6",0.638,0.609,0.666,0.638,"MG"
"1976","Seam fat",0.1,"Y",0.3,"10:0",0.003,0.002,0.005,0.003,"G"
"1977","Seam fat",0.1,"Y",0.3,"16:0",0.546,0.53,0.561,0.546,"G"
"1978","Seam fat",0.1,"Y",0.3,"18:0",0.297,0.279,0.315,0.297,"G"
"1979","Seam fat",0.1,"Y",0.3,"20:0",0.002,0.002,0.002,0.002,"G"
"1980","Seam fat",0.1,"Y",0.3,"20:4",0.032,0.026,0.039,0.033,"G"
"1981","Seam fat",0.1,"Y",0.3,"20:1",0.007,0.006,0.008,0.007,"G"
"1982","Seam fat",0.1,"Y",0.3,"Fatty acids, total monounsaturated",0.951,NA,NA,NA,"G"
"1983","Seam fat",0.1,"Y",0.3,"Fatty acids, total polyunsaturated",0.192,NA,NA,NA,"G"
"1984","Seam fat",0.1,"Y",0.3,"15:0",0.011,0.01,0.012,0.011,"G"
"1985","Seam fat",0.1,"Y",0.3,"18:1 t",0.11,0.11,0.111,0.11,"G"
"1986","Seam fat",0.1,"Y",0.3,"18:2 t not further defined",0.011,0.011,0.011,0.011,"G"
"1987","Seam fat",0.1,"Y",0.3,"18:2 CLAs",0.011,0.009,0.012,0.011,"G"
"1988","Seam fat",0.1,"Y",0.3,"20:2 n-6 c,c",0.001,0.001,0.001,0.001,"G"
"1989","Seam fat",0.1,"Y",0.3,"16:1 c",0.072,0.072,0.072,0.072,"G"
"1990","Seam fat",0.1,"Y",0.3,"20:3 n-6",0.012,0.012,0.013,0.012,"G"
"1991","Seam fat",0.1,"Y",0.3,"Fatty acids, total trans-dienoic",0.011,NA,NA,NA,"G"
"1992","Seam fat",0.1,"Y",0.3,"14:1 c",0.018,NA,NA,NA,"G"
"1993","Seam fat",0.1,"Y",0.3,"17:1 c",0.021,NA,NA,NA,"G"
"1994","Seam fat",0.1,"Y",0.3,"20:1 c",0.007,NA,NA,NA,"G"
"1995","Seam fat",0.1,"Y",0.3,"18:2 c",0.124,NA,NA,NA,"G"
"1996","Seam fat",0.1,"Y",0.3,"18:3 c",0.005,NA,NA,NA,"G"
"1997","Seam fat",0.1,"Y",0.3,"20:3 c",0.012,NA,NA,NA,"G"
"1998","Seam fat",0.1,"Y",0.3,"20:4 c",0.032,NA,NA,NA,"G"
"1999","Seam fat",0.1,"Y",0.3,"20:5 c",0.004,NA,NA,NA,"G"
"2000","Seam fat",0.1,"Y",0.3,"22:5 c",0.011,NA,NA,NA,"G"
"2001","Seam fat",0.1,"Y",0.3,"22:6 c",0.002,NA,NA,NA,"G"
"2002","Seam fat",0.1,"Y",0.3,"20:2 c",0.001,NA,NA,NA,"G"
"2003","Seam fat",0.1,"Y",0.3,"Total fat (NLEA)",2.23,NA,NA,NA,"G"
"2004","Separable Lean",98.3,"N",284,"Protein",23.4,22.6,24,23.4,"G"
"2005","Separable Lean",98.3,"N",284,"Ash",1.08,0.99,1.19,1.06,"G"
"2006","Separable Lean",98.3,"N",284,"Energy",512,NA,NA,NA,"kJ"
"2007","Separable Lean",98.3,"N",284,"Iron, Fe",1.37,NA,NA,1.37,"MG"
"2008","Separable Lean",98.3,"N",284,"Magnesium, Mg",11.4,NA,NA,11.4,"MG"
"2009","Separable Lean",98.3,"N",284,"Phosphorus, P",222,NA,NA,222,"MG"
"2010","Separable Lean",98.3,"N",284,"Sodium, Na",50,NA,NA,50,"MG"
"2011","Separable Lean",98.3,"N",284,"Copper, Cu",0.035,NA,NA,0.035,"MG"
"2012","Separable Lean",98.3,"N",284,"Manganese, Mn",0.002,NA,NA,0.002,"MG"
"2013","Separable Lean",98.3,"N",284,"Riboflavin",0.185,0.18,0.19,0.185,"MG"
"2014","Separable Lean",98.3,"N",284,"Vitamin B-12",2.06,2.04,2.09,2.06,"UG"
"2015","Separable Lean",98.3,"N",284,"Cholesterol",62,57,67,62,"MG"
"2016","Separable Lean",98.3,"N",284,"Fatty acids, total trans",0.129,NA,NA,NA,"G"
"2017","Separable Lean",98.3,"N",284,"Fatty acids, total saturated",0.953,NA,NA,NA,"G"
"2018","Separable Lean",98.3,"N",284,"12:0",0.002,0.002,0.002,0.002,"G"
"2019","Separable Lean",98.3,"N",284,"14:0",0.062,0.059,0.065,0.062,"G"
"2020","Separable Lean",98.3,"N",284,"22:6 n-3 (DHA)",0.002,0.002,0.003,0.002,"G"
"2021","Separable Lean",98.3,"N",284,"20:5 n-3 (EPA)",0.004,0.002,0.005,0.004,"G"
"2022","Separable Lean",98.3,"N",284,"22:5 n-3 (DPA)",0.011,0.009,0.013,0.011,"G"
"2023","Separable Lean",98.3,"N",284,"17:0",0.027,0.027,0.028,0.027,"G"
"2024","Separable Lean",98.3,"N",284,"24:0",0.003,0.002,0.003,0.003,"G"
"2025","Separable Lean",98.3,"N",284,"16:1 t",0.008,0.007,0.009,0.008,"G"
"2026","Separable Lean",98.3,"N",284,"18:1 c",0.833,0.804,0.862,0.833,"G"
"2027","Separable Lean",98.3,"N",284,"18:2 n-6 c,c",0.113,0.108,0.119,0.113,"G"
"2028","Separable Lean",98.3,"N",284,"17:1",0.021,0.021,0.022,0.021,"G"
"2029","Separable Lean",98.3,"N",284,"Fatty acids, total trans-monoenoic",0.118,NA,NA,NA,"G"
"2030","Separable Lean",98.3,"N",284,"18:3 n-3 c,c,c (ALA)",0.005,0.005,0.005,0.005,"G"
"2031","Separable Lean",98.3,"N",284,"Total lipid (fat)",2.48,1.47,3.46,2.26,"G"
"2032","Separable Lean",98.3,"N",284,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"2033","Separable Lean",98.3,"N",284,"Energy",122,NA,NA,NA,"KCAL"
"2034","Separable Lean",98.3,"N",284,"Water",73.7,71.6,74.7,73.7,"G"
"2035","Separable Lean",98.3,"N",284,"Calcium, Ca",13,NA,NA,13,"MG"
"2036","Separable Lean",98.3,"N",284,"Potassium, K",312,NA,NA,312,"MG"
"2037","Separable Lean",98.3,"N",284,"Zinc, Zn",3.38,NA,NA,3.38,"MG"
"2038","Separable Lean",98.3,"N",284,"Selenium, Se",22.2,NA,NA,22.2,"UG"
"2039","Separable Lean",98.3,"N",284,"Niacin",6.58,6.31,6.86,6.58,"MG"
"2040","Separable Lean",98.3,"N",284,"Vitamin B-6",0.638,0.609,0.666,0.638,"MG"
"2041","Separable Lean",98.3,"N",284,"10:0",0.003,0.002,0.005,0.003,"G"
"2042","Separable Lean",98.3,"N",284,"16:0",0.546,0.53,0.561,0.546,"G"
"2043","Separable Lean",98.3,"N",284,"18:0",0.297,0.279,0.315,0.297,"G"
"2044","Separable Lean",98.3,"N",284,"20:0",0.002,0.002,0.002,0.002,"G"
"2045","Separable Lean",98.3,"N",284,"20:4",0.032,0.026,0.039,0.033,"G"
"2046","Separable Lean",98.3,"N",284,"20:1",0.007,0.006,0.008,0.007,"G"
"2047","Separable Lean",98.3,"N",284,"Fatty acids, total monounsaturated",0.951,NA,NA,NA,"G"
"2048","Separable Lean",98.3,"N",284,"Fatty acids, total polyunsaturated",0.192,NA,NA,NA,"G"
"2049","Separable Lean",98.3,"N",284,"15:0",0.011,0.01,0.012,0.011,"G"
"2050","Separable Lean",98.3,"N",284,"18:1 t",0.11,0.11,0.111,0.11,"G"
"2051","Separable Lean",98.3,"N",284,"18:2 t not further defined",0.011,0.011,0.011,0.011,"G"
"2052","Separable Lean",98.3,"N",284,"18:2 CLAs",0.011,0.009,0.012,0.011,"G"
"2053","Separable Lean",98.3,"N",284,"20:2 n-6 c,c",0.001,0.001,0.001,0.001,"G"
"2054","Separable Lean",98.3,"N",284,"16:1 c",0.072,0.072,0.072,0.072,"G"
"2055","Separable Lean",98.3,"N",284,"20:3 n-6",0.012,0.012,0.013,0.012,"G"
"2056","Separable Lean",98.3,"N",284,"Fatty acids, total trans-dienoic",0.011,NA,NA,NA,"G"
"2057","Separable Lean",98.3,"N",284,"14:1 c",0.018,NA,NA,NA,"G"
"2058","Separable Lean",98.3,"N",284,"17:1 c",0.021,NA,NA,NA,"G"
"2059","Separable Lean",98.3,"N",284,"20:1 c",0.007,NA,NA,NA,"G"
"2060","Separable Lean",98.3,"N",284,"18:2 c",0.124,NA,NA,NA,"G"
"2061","Separable Lean",98.3,"N",284,"18:3 c",0.005,NA,NA,NA,"G"
"2062","Separable Lean",98.3,"N",284,"20:3 c",0.012,NA,NA,NA,"G"
"2063","Separable Lean",98.3,"N",284,"20:4 c",0.032,NA,NA,NA,"G"
"2064","Separable Lean",98.3,"N",284,"20:5 c",0.004,NA,NA,NA,"G"
"2065","Separable Lean",98.3,"N",284,"22:5 c",0.011,NA,NA,NA,"G"
"2066","Separable Lean",98.3,"N",284,"22:6 c",0.002,NA,NA,NA,"G"
"2067","Separable Lean",98.3,"N",284,"20:2 c",0.001,NA,NA,NA,"G"
"2068","Separable Lean",98.3,"N",284,"Total fat (NLEA)",2.23,NA,NA,NA,"G"
"2069","Total gram weight",100,"N",289,"Protein",23.4,22.6,24,23.4,"G"
"2070","Total gram weight",100,"N",289,"Ash",1.08,0.99,1.19,1.06,"G"
"2071","Total gram weight",100,"N",289,"Energy",512,NA,NA,NA,"kJ"
"2072","Total gram weight",100,"N",289,"Iron, Fe",1.37,NA,NA,1.37,"MG"
"2073","Total gram weight",100,"N",289,"Magnesium, Mg",11.4,NA,NA,11.4,"MG"
"2074","Total gram weight",100,"N",289,"Phosphorus, P",222,NA,NA,222,"MG"
"2075","Total gram weight",100,"N",289,"Sodium, Na",50,NA,NA,50,"MG"
"2076","Total gram weight",100,"N",289,"Copper, Cu",0.035,NA,NA,0.035,"MG"
"2077","Total gram weight",100,"N",289,"Manganese, Mn",0.002,NA,NA,0.002,"MG"
"2078","Total gram weight",100,"N",289,"Riboflavin",0.185,0.18,0.19,0.185,"MG"
"2079","Total gram weight",100,"N",289,"Vitamin B-12",2.06,2.04,2.09,2.06,"UG"
"2080","Total gram weight",100,"N",289,"Cholesterol",62,57,67,62,"MG"
"2081","Total gram weight",100,"N",289,"Fatty acids, total trans",0.129,NA,NA,NA,"G"
"2082","Total gram weight",100,"N",289,"Fatty acids, total saturated",0.953,NA,NA,NA,"G"
"2083","Total gram weight",100,"N",289,"12:0",0.002,0.002,0.002,0.002,"G"
"2084","Total gram weight",100,"N",289,"14:0",0.062,0.059,0.065,0.062,"G"
"2085","Total gram weight",100,"N",289,"22:6 n-3 (DHA)",0.002,0.002,0.003,0.002,"G"
"2086","Total gram weight",100,"N",289,"20:5 n-3 (EPA)",0.004,0.002,0.005,0.004,"G"
"2087","Total gram weight",100,"N",289,"22:5 n-3 (DPA)",0.011,0.009,0.013,0.011,"G"
"2088","Total gram weight",100,"N",289,"17:0",0.027,0.027,0.028,0.027,"G"
"2089","Total gram weight",100,"N",289,"24:0",0.003,0.002,0.003,0.003,"G"
"2090","Total gram weight",100,"N",289,"16:1 t",0.008,0.007,0.009,0.008,"G"
"2091","Total gram weight",100,"N",289,"18:1 c",0.833,0.804,0.862,0.833,"G"
"2092","Total gram weight",100,"N",289,"18:2 n-6 c,c",0.113,0.108,0.119,0.113,"G"
"2093","Total gram weight",100,"N",289,"17:1",0.021,0.021,0.022,0.021,"G"
"2094","Total gram weight",100,"N",289,"Fatty acids, total trans-monoenoic",0.118,NA,NA,NA,"G"
"2095","Total gram weight",100,"N",289,"18:3 n-3 c,c,c (ALA)",0.005,0.005,0.005,0.005,"G"
"2096","Total gram weight",100,"N",289,"Total lipid (fat)",2.48,1.47,3.46,2.26,"G"
"2097","Total gram weight",100,"N",289,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"2098","Total gram weight",100,"N",289,"Energy",122,NA,NA,NA,"KCAL"
"2099","Total gram weight",100,"N",289,"Water",73.7,71.6,74.7,73.7,"G"
"2100","Total gram weight",100,"N",289,"Calcium, Ca",13,NA,NA,13,"MG"
"2101","Total gram weight",100,"N",289,"Potassium, K",312,NA,NA,312,"MG"
"2102","Total gram weight",100,"N",289,"Zinc, Zn",3.38,NA,NA,3.38,"MG"
"2103","Total gram weight",100,"N",289,"Selenium, Se",22.2,NA,NA,22.2,"UG"
"2104","Total gram weight",100,"N",289,"Niacin",6.58,6.31,6.86,6.58,"MG"
"2105","Total gram weight",100,"N",289,"Vitamin B-6",0.638,0.609,0.666,0.638,"MG"
"2106","Total gram weight",100,"N",289,"10:0",0.003,0.002,0.005,0.003,"G"
"2107","Total gram weight",100,"N",289,"16:0",0.546,0.53,0.561,0.546,"G"
"2108","Total gram weight",100,"N",289,"18:0",0.297,0.279,0.315,0.297,"G"
"2109","Total gram weight",100,"N",289,"20:0",0.002,0.002,0.002,0.002,"G"
"2110","Total gram weight",100,"N",289,"20:4",0.032,0.026,0.039,0.033,"G"
"2111","Total gram weight",100,"N",289,"20:1",0.007,0.006,0.008,0.007,"G"
"2112","Total gram weight",100,"N",289,"Fatty acids, total monounsaturated",0.951,NA,NA,NA,"G"
"2113","Total gram weight",100,"N",289,"Fatty acids, total polyunsaturated",0.192,NA,NA,NA,"G"
"2114","Total gram weight",100,"N",289,"15:0",0.011,0.01,0.012,0.011,"G"
"2115","Total gram weight",100,"N",289,"18:1 t",0.11,0.11,0.111,0.11,"G"
"2116","Total gram weight",100,"N",289,"18:2 t not further defined",0.011,0.011,0.011,0.011,"G"
"2117","Total gram weight",100,"N",289,"18:2 CLAs",0.011,0.009,0.012,0.011,"G"
"2118","Total gram weight",100,"N",289,"20:2 n-6 c,c",0.001,0.001,0.001,0.001,"G"
"2119","Total gram weight",100,"N",289,"16:1 c",0.072,0.072,0.072,0.072,"G"
"2120","Total gram weight",100,"N",289,"20:3 n-6",0.012,0.012,0.013,0.012,"G"
"2121","Total gram weight",100,"N",289,"Fatty acids, total trans-dienoic",0.011,NA,NA,NA,"G"
"2122","Total gram weight",100,"N",289,"14:1 c",0.018,NA,NA,NA,"G"
"2123","Total gram weight",100,"N",289,"17:1 c",0.021,NA,NA,NA,"G"
"2124","Total gram weight",100,"N",289,"20:1 c",0.007,NA,NA,NA,"G"
"2125","Total gram weight",100,"N",289,"18:2 c",0.124,NA,NA,NA,"G"
"2126","Total gram weight",100,"N",289,"18:3 c",0.005,NA,NA,NA,"G"
"2127","Total gram weight",100,"N",289,"20:3 c",0.012,NA,NA,NA,"G"
"2128","Total gram weight",100,"N",289,"20:4 c",0.032,NA,NA,NA,"G"
"2129","Total gram weight",100,"N",289,"20:5 c",0.004,NA,NA,NA,"G"
"2130","Total gram weight",100,"N",289,"22:5 c",0.011,NA,NA,NA,"G"
"2131","Total gram weight",100,"N",289,"22:6 c",0.002,NA,NA,NA,"G"
"2132","Total gram weight",100,"N",289,"20:2 c",0.001,NA,NA,NA,"G"
"2133","Total gram weight",100,"N",289,"Total fat (NLEA)",2.23,NA,NA,NA,"G"
"2134","Total gram weight",100,"N",514,"Total lipid (fat)",2.41,0.53,4.23,2.5,"G"
"2135","Total gram weight",100,"N",514,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"2136","Total gram weight",100,"N",514,"Energy",123,NA,NA,NA,"KCAL"
"2137","Total gram weight",100,"N",514,"Water",73.3,70.4,75,73.6,"G"
"2138","Total gram weight",100,"N",514,"Calcium, Ca",13,NA,NA,13,"MG"
"2139","Total gram weight",100,"N",514,"Potassium, K",316,NA,NA,316,"MG"
"2140","Total gram weight",100,"N",514,"Zinc, Zn",3.54,NA,NA,3.54,"MG"
"2141","Total gram weight",100,"N",514,"Selenium, Se",22.7,NA,NA,22.7,"UG"
"2142","Total gram weight",100,"N",514,"Vitamin E (alpha-tocopherol)",0.21,0.2,0.22,0.21,"MG"
"2143","Total gram weight",100,"N",514,"Vitamin D (D2 + D3), International Units",0,NA,NA,NA,"IU"
"2144","Total gram weight",100,"N",514,"Niacin",6.16,5.99,6.32,6.16,"MG"
"2145","Total gram weight",100,"N",514,"Pantothenic acid",0.37,NA,NA,0.37,"MG"
"2146","Total gram weight",100,"N",514,"Vitamin B-6",0.626,0.614,0.637,0.626,"MG"
"2147","Total gram weight",100,"N",514,"Choline, total",64.1,NA,NA,64.1,"MG"
"2148","Total gram weight",100,"N",514,"Betaine",10.8,NA,NA,10.8,"MG"
"2149","Total gram weight",100,"N",514,"10:0",0.004,0.002,0.006,0.004,"G"
"2150","Total gram weight",100,"N",514,"16:0",0.524,0.448,0.599,0.524,"G"
"2151","Total gram weight",100,"N",514,"18:0",0.307,0.291,0.323,0.307,"G"
"2152","Total gram weight",100,"N",514,"20:0",0.001,0,0.001,0.001,"G"
"2153","Total gram weight",100,"N",514,"20:4",0.038,0.027,0.049,0.038,"G"
"2154","Total gram weight",100,"N",514,"20:1",0.002,0.002,0.003,0.002,"G"
"2155","Total gram weight",100,"N",514,"Fatty acids, total monounsaturated",0.886,NA,NA,NA,"G"
"2156","Total gram weight",100,"N",514,"Fatty acids, total polyunsaturated",0.208,NA,NA,NA,"G"
"2157","Total gram weight",100,"N",514,"15:0",0.009,0.008,0.009,0.009,"G"
"2158","Total gram weight",100,"N",514,"18:1 t",0.112,0.108,0.117,0.112,"G"
"2159","Total gram weight",100,"N",514,"18:2 t not further defined",0.008,0.007,0.008,0.008,"G"
"2160","Total gram weight",100,"N",514,"18:2 CLAs",0.005,0.003,0.007,0.005,"G"
"2161","Total gram weight",100,"N",514,"20:2 n-6 c,c",0.001,0.001,0.001,0.001,"G"
"2162","Total gram weight",100,"N",514,"16:1 c",0.059,0.052,0.065,0.059,"G"
"2163","Total gram weight",100,"N",514,"20:3 n-6",0.012,0.012,0.013,0.012,"G"
"2164","Total gram weight",100,"N",514,"Protein",23.7,22.2,24.9,23.8,"G"
"2165","Total gram weight",100,"N",514,"Ash",1.11,1,1.26,1.09,"G"
"2166","Total gram weight",100,"N",514,"Energy",514,NA,NA,NA,"kJ"
"2167","Total gram weight",100,"N",514,"Iron, Fe",2.34,NA,NA,2.34,"MG"
"2168","Total gram weight",100,"N",514,"Magnesium, Mg",11.9,NA,NA,11.9,"MG"
"2169","Total gram weight",100,"N",514,"Phosphorus, P",220,NA,NA,220,"MG"
"2170","Total gram weight",100,"N",514,"Sodium, Na",55,NA,NA,55,"MG"
"2171","Total gram weight",100,"N",514,"Copper, Cu",0.047,NA,NA,0.047,"MG"
"2172","Total gram weight",100,"N",514,"Manganese, Mn",0.003,NA,NA,0.003,"MG"
"2173","Total gram weight",100,"N",514,"Vitamin D3 (cholecalciferol)",0,NA,NA,0,"UG"
"2174","Total gram weight",100,"N",514,"Vitamin D (D2 + D3)",0,NA,NA,NA,"UG"
"2175","Total gram weight",100,"N",514,"Thiamin",0.064,NA,NA,0.064,"MG"
"2176","Total gram weight",100,"N",514,"Riboflavin",0.25,0.24,0.26,0.25,"MG"
"2177","Total gram weight",100,"N",514,"Vitamin B-12",1.62,1.62,1.63,1.62,"UG"
"2178","Total gram weight",100,"N",514,"Cholesterol",63,61,65,63,"MG"
"2179","Total gram weight",100,"N",514,"Fatty acids, total trans",0.125,NA,NA,NA,"G"
"2180","Total gram weight",100,"N",514,"Fatty acids, total saturated",0.924,NA,NA,NA,"G"
"2181","Total gram weight",100,"N",514,"12:0",0.002,0.001,0.003,0.002,"G"
"2182","Total gram weight",100,"N",514,"14:0",0.049,0.048,0.05,0.049,"G"
"2183","Total gram weight",100,"N",514,"22:6 n-3 (DHA)",0.002,0.001,0.002,0.002,"G"
"2184","Total gram weight",100,"N",514,"20:5 n-3 (EPA)",0.002,0.002,0.002,0.002,"G"
"2185","Total gram weight",100,"N",514,"22:5 n-3 (DPA)",0.008,0.008,0.009,0.008,"G"
"2186","Total gram weight",100,"N",514,"17:0",0.027,0.026,0.027,0.027,"G"
"2187","Total gram weight",100,"N",514,"24:0",0.002,0.002,0.002,0.002,"G"
"2188","Total gram weight",100,"N",514,"16:1 t",0.005,0.004,0.007,0.005,"G"
"2189","Total gram weight",100,"N",514,"18:1 c",0.797,0.712,0.883,0.797,"G"
"2190","Total gram weight",100,"N",514,"18:2 n-6 c,c",0.136,0.108,0.163,0.136,"G"
"2191","Total gram weight",100,"N",514,"17:1",0.017,0.016,0.018,0.017,"G"
"2192","Total gram weight",100,"N",514,"Fatty acids, total trans-monoenoic",0.117,NA,NA,NA,"G"
"2193","Total gram weight",100,"N",514,"18:3 n-3 c,c,c (ALA)",0.003,0.002,0.004,0.003,"G"
"2194","Total gram weight",100,"N",514,"Vitamin D2 (ergocalciferol)",0,NA,NA,0,"UG"
"2195","Total gram weight",100,"N",514,"25-hydroxycholecalciferol",0.2,NA,NA,0.2,"UG"
"2196","Total gram weight",100,"N",514,"Choline, from glycerophosphocholine",9.2,NA,NA,9.2,"MG"
"2197","Total gram weight",100,"N",514,"Choline, from sphingomyelin",5.3,NA,NA,5.3,"MG"
"2198","Total gram weight",100,"N",514,"Choline, free",0.3,NA,NA,0.3,"MG"
"2199","Total gram weight",100,"N",514,"Choline, from phosphotidyl choline",0.5,NA,NA,0.5,"MG"
"2200","Total gram weight",100,"N",514,"Choline, from phosphocholine",48.7,NA,NA,48.7,"MG"
"2201","Total gram weight",100,"N",514,"Tocopherol, delta",0,0,0,0,"MG"
"2202","Total gram weight",100,"N",514,"Tocotrienol, alpha",0,0,0,0,"MG"
"2203","Total gram weight",100,"N",514,"Tocotrienol, beta",0,0,0,0,"MG"
