"","component_name","pct_weight","is_refuse","gram_weight","nutrient_name","nutrient_amount","min","max","median","nutrient_unit"
"1622","Separable Lean",98.5,"N",455,"Niacin",5.76,5.7,5.82,5.76,"MG"
"1623","Separable Lean",98.5,"N",455,"Vitamin B-6",0.67,0.639,0.7,0.67,"MG"
"1624","Separable Lean",98.5,"N",455,"10:0",0.005,0.004,0.007,0.005,"G"
"1625","Separable Lean",98.5,"N",455,"16:0",1.34,1.25,1.43,1.34,"G"
"1626","Separable Lean",98.5,"N",455,"18:0",0.85,0.745,0.955,0.85,"G"
"1627","Separable Lean",98.5,"N",455,"20:0",0.005,0.003,0.007,0.005,"G"
"1628","Separable Lean",98.5,"N",455,"20:4",0.064,0.062,0.065,0.064,"G"
"1629","Separable Lean",98.5,"N",455,"20:1",0.012,0.008,0.017,0.012,"G"
"1630","Separable Lean",98.5,"N",455,"Fatty acids, total monounsaturated",2.26,NA,NA,NA,"G"
"1631","Separable Lean",98.5,"N",455,"Fatty acids, total polyunsaturated",0.472,NA,NA,NA,"G"
"1632","Separable Lean",98.5,"N",455,"15:0",0.03,0.028,0.031,0.03,"G"
"1633","Separable Lean",98.5,"N",455,"18:1 t",0.303,0.272,0.333,0.303,"G"
"1634","Separable Lean",98.5,"N",455,"18:2 t not further defined",0.034,0.031,0.036,0.034,"G"
"1635","Separable Lean",98.5,"N",455,"18:2 CLAs",0.033,0.024,0.041,0.033,"G"
"1636","Separable Lean",98.5,"N",455,"20:2 n-6 c,c",0.002,0.002,0.003,0.002,"G"
"1637","Separable Lean",98.5,"N",455,"16:1 c",0.141,0.132,0.15,0.141,"G"
"1638","Separable Lean",98.5,"N",455,"20:3 n-6",0.016,0.016,0.017,0.016,"G"
"1639","Separable Lean",98.5,"N",455,"Protein",27.7,25.6,29.1,27.8,"G"
"1640","Separable Lean",98.5,"N",455,"Ash",1.22,0.98,1.66,1.18,"G"
"1641","Separable Lean",98.5,"N",455,"Energy",735,NA,NA,NA,"kJ"
"1642","Separable Lean",98.5,"N",455,"Iron, Fe",3.04,NA,NA,3.04,"MG"
"1643","Separable Lean",98.5,"N",455,"Magnesium, Mg",13.7,NA,NA,13.7,"MG"
"1644","Separable Lean",98.5,"N",455,"Phosphorus, P",259,NA,NA,259,"MG"
"1645","Separable Lean",98.5,"N",455,"Sodium, Na",54,NA,NA,54,"MG"
"1646","Separable Lean",98.5,"N",455,"Copper, Cu",0.097,NA,NA,0.097,"MG"
"1647","Separable Lean",98.5,"N",455,"Manganese, Mn",0.008,NA,NA,0.008,"MG"
"1648","Separable Lean",98.5,"N",455,"Riboflavin",0.4,0.4,0.4,0.4,"MG"
"1649","Separable Lean",98.5,"N",455,"Vitamin B-12",4.21,4.02,4.4,4.21,"UG"
"1650","Separable Lean",98.5,"N",455,"Cholesterol",85,84,87,85,"MG"
"1651","Separable Lean",98.5,"N",455,"Fatty acids, total trans",0.359,NA,NA,NA,"G"
"1652","Separable Lean",98.5,"N",455,"Fatty acids, total saturated",2.47,NA,NA,NA,"G"
"1653","Separable Lean",98.5,"N",455,"12:0",0.006,0.006,0.006,0.006,"G"
"1654","Separable Lean",98.5,"N",455,"14:0",0.153,0.146,0.161,0.153,"G"
"1655","Separable Lean",98.5,"N",455,"22:6 n-3 (DHA)",0.002,0.002,0.002,0.002,"G"
"1656","Separable Lean",98.5,"N",455,"20:5 n-3 (EPA)",0.002,0.002,0.003,0.002,"G"
"1657","Separable Lean",98.5,"N",455,"22:5 n-3 (DPA)",0.011,0.011,0.011,0.011,"G"
"1658","Separable Lean",98.5,"N",455,"17:0",0.073,0.068,0.078,0.073,"G"
"1659","Separable Lean",98.5,"N",455,"24:0",0.006,0.004,0.008,0.006,"G"
"1660","Separable Lean",98.5,"N",455,"16:1 t",0.022,0.021,0.024,0.022,"G"
"1661","Separable Lean",98.5,"N",455,"18:1 c",2.03,1.96,2.11,2.04,"G"
"1662","Separable Lean",98.5,"N",455,"18:2 n-6 c,c",0.329,0.323,0.334,0.329,"G"
"1663","Separable Lean",98.5,"N",455,"17:1",0.047,0.046,0.049,0.047,"G"
"1664","Separable Lean",98.5,"N",455,"Fatty acids, total trans-monoenoic",0.326,NA,NA,NA,"G"
"1665","Separable Lean",98.5,"N",455,"18:3 n-3 c,c,c (ALA)",0.012,0.012,0.013,0.012,"G"
"1666","Separable Lean",98.5,"N",455,"Fatty acids, total trans-dienoic",0.034,NA,NA,NA,"G"
"1667","Separable Lean",98.5,"N",455,"14:1 c",0.031,NA,NA,NA,"G"
"1668","Separable Lean",98.5,"N",455,"17:1 c",0.047,NA,NA,NA,"G"
"1669","Separable Lean",98.5,"N",455,"20:1 c",0.012,NA,NA,NA,"G"
"1670","Separable Lean",98.5,"N",455,"18:2 c",0.362,NA,NA,NA,"G"
"1671","Separable Lean",98.5,"N",455,"18:3 c",0.012,NA,NA,NA,"G"
"1672","Separable Lean",98.5,"N",455,"20:3 c",0.016,NA,NA,NA,"G"
"1673","Separable Lean",98.5,"N",455,"20:4 c",0.064,NA,NA,NA,"G"
"1674","Separable Lean",98.5,"N",455,"20:5 c",0.002,NA,NA,NA,"G"
"1675","Separable Lean",98.5,"N",455,"22:5 c",0.011,NA,NA,NA,"G"
"1676","Separable Lean",98.5,"N",455,"22:6 c",0.002,NA,NA,NA,"G"
"1677","Separable Lean",98.5,"N",455,"20:2 c",0.002,NA,NA,NA,"G"
"1678","Separable Lean",98.5,"N",455,"Total fat (NLEA)",5.56,NA,NA,NA,"G"
"1679","Total gram weight",100,"N",462,"Total lipid (fat)",6.36,3.85,10.7,5.4,"G"
"1680","Total gram weight",100,"N",462,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"1681","Total gram weight",100,"N",462,"Energy",176,NA,NA,NA,"KCAL"
"1682","Total gram weight",100,"N",462,"Water",65.7,61.8,68.4,65.5,"G"
"1683","Total gram weight",100,"N",462,"Calcium, Ca",13,NA,NA,13,"MG"
"1684","Total gram weight",100,"N",462,"Potassium, K",352,NA,NA,352,"MG"
"1685","Total gram weight",100,"N",462,"Zinc, Zn",3.7,NA,NA,3.7,"MG"
"1686","Total gram weight",100,"N",462,"Selenium, Se",25.4,NA,NA,25.4,"UG"
"1687","Total gram weight",100,"N",462,"Niacin",5.76,5.7,5.82,5.76,"MG"
"1688","Total gram weight",100,"N",462,"Vitamin B-6",0.67,0.639,0.7,0.67,"MG"
"1689","Total gram weight",100,"N",462,"10:0",0.005,0.004,0.007,0.005,"G"
"1690","Total gram weight",100,"N",462,"16:0",1.34,1.25,1.43,1.34,"G"
"1691","Total gram weight",100,"N",462,"18:0",0.85,0.745,0.955,0.85,"G"
"1692","Total gram weight",100,"N",462,"20:0",0.005,0.003,0.007,0.005,"G"
"1693","Total gram weight",100,"N",462,"20:4",0.064,0.062,0.065,0.064,"G"
"1694","Total gram weight",100,"N",462,"20:1",0.012,0.008,0.017,0.012,"G"
"1695","Total gram weight",100,"N",462,"Fatty acids, total monounsaturated",2.26,NA,NA,NA,"G"
"1696","Total gram weight",100,"N",462,"Fatty acids, total polyunsaturated",0.472,NA,NA,NA,"G"
"1697","Total gram weight",100,"N",462,"15:0",0.03,0.028,0.031,0.03,"G"
"1698","Total gram weight",100,"N",462,"18:1 t",0.303,0.272,0.333,0.303,"G"
"1699","Total gram weight",100,"N",462,"18:2 t not further defined",0.034,0.031,0.036,0.034,"G"
"1700","Total gram weight",100,"N",462,"18:2 CLAs",0.033,0.024,0.041,0.033,"G"
"1701","Total gram weight",100,"N",462,"20:2 n-6 c,c",0.002,0.002,0.003,0.002,"G"
"1702","Total gram weight",100,"N",462,"16:1 c",0.141,0.132,0.15,0.141,"G"
"1703","Total gram weight",100,"N",462,"20:3 n-6",0.016,0.016,0.017,0.016,"G"
"1704","Total gram weight",100,"N",462,"Protein",27.7,25.6,29.1,27.8,"G"
"1705","Total gram weight",100,"N",462,"Ash",1.22,0.98,1.66,1.18,"G"
"1706","Total gram weight",100,"N",462,"Energy",735,NA,NA,NA,"kJ"
"1707","Total gram weight",100,"N",462,"Iron, Fe",3.04,NA,NA,3.04,"MG"
"1708","Total gram weight",100,"N",462,"Magnesium, Mg",13.7,NA,NA,13.7,"MG"
"1709","Total gram weight",100,"N",462,"Phosphorus, P",259,NA,NA,259,"MG"
"1710","Total gram weight",100,"N",462,"Sodium, Na",54,NA,NA,54,"MG"
"1711","Total gram weight",100,"N",462,"Copper, Cu",0.097,NA,NA,0.097,"MG"
"1712","Total gram weight",100,"N",462,"Manganese, Mn",0.008,NA,NA,0.008,"MG"
"1713","Total gram weight",100,"N",462,"Riboflavin",0.4,0.4,0.4,0.4,"MG"
"1714","Total gram weight",100,"N",462,"Vitamin B-12",4.21,4.02,4.4,4.21,"UG"
"1715","Total gram weight",100,"N",462,"Cholesterol",85,84,87,85,"MG"
"1716","Total gram weight",100,"N",462,"Fatty acids, total trans",0.359,NA,NA,NA,"G"
"1717","Total gram weight",100,"N",462,"Fatty acids, total saturated",2.47,NA,NA,NA,"G"
"1718","Total gram weight",100,"N",462,"12:0",0.006,0.006,0.006,0.006,"G"
"1719","Total gram weight",100,"N",462,"14:0",0.153,0.146,0.161,0.153,"G"
"1720","Total gram weight",100,"N",462,"22:6 n-3 (DHA)",0.002,0.002,0.002,0.002,"G"
"1721","Total gram weight",100,"N",462,"20:5 n-3 (EPA)",0.002,0.002,0.003,0.002,"G"
"1722","Total gram weight",100,"N",462,"22:5 n-3 (DPA)",0.011,0.011,0.011,0.011,"G"
"1723","Total gram weight",100,"N",462,"17:0",0.073,0.068,0.078,0.073,"G"
"1724","Total gram weight",100,"N",462,"24:0",0.006,0.004,0.008,0.006,"G"
"1725","Total gram weight",100,"N",462,"16:1 t",0.022,0.021,0.024,0.022,"G"
"1726","Total gram weight",100,"N",462,"18:1 c",2.03,1.96,2.11,2.04,"G"
"1727","Total gram weight",100,"N",462,"18:2 n-6 c,c",0.329,0.323,0.334,0.329,"G"
"1728","Total gram weight",100,"N",462,"17:1",0.047,0.046,0.049,0.047,"G"
"1729","Total gram weight",100,"N",462,"Fatty acids, total trans-monoenoic",0.326,NA,NA,NA,"G"
"1730","Total gram weight",100,"N",462,"18:3 n-3 c,c,c (ALA)",0.012,0.012,0.013,0.012,"G"
"1731","Total gram weight",100,"N",462,"Fatty acids, total trans-dienoic",0.034,NA,NA,NA,"G"
"1732","Total gram weight",100,"N",462,"14:1 c",0.031,NA,NA,NA,"G"
"1733","Total gram weight",100,"N",462,"17:1 c",0.047,NA,NA,NA,"G"
"1734","Total gram weight",100,"N",462,"20:1 c",0.012,NA,NA,NA,"G"
"1735","Total gram weight",100,"N",462,"18:2 c",0.362,NA,NA,NA,"G"
"1736","Total gram weight",100,"N",462,"18:3 c",0.012,NA,NA,NA,"G"
"1737","Total gram weight",100,"N",462,"20:3 c",0.016,NA,NA,NA,"G"
"1738","Total gram weight",100,"N",462,"20:4 c",0.064,NA,NA,NA,"G"
"1739","Total gram weight",100,"N",462,"20:5 c",0.002,NA,NA,NA,"G"
"1740","Total gram weight",100,"N",462,"22:5 c",0.011,NA,NA,NA,"G"
"1741","Total gram weight",100,"N",462,"22:6 c",0.002,NA,NA,NA,"G"
"1742","Total gram weight",100,"N",462,"20:2 c",0.002,NA,NA,NA,"G"
"1743","Total gram weight",100,"N",462,"Total fat (NLEA)",5.56,NA,NA,NA,"G"
"1744","Bone and connective tissue",0.6,"Y",1.6,"Protein",23.4,22.6,24,23.4,"G"
"1745","Bone and connective tissue",0.6,"Y",1.6,"Ash",1.08,0.99,1.19,1.06,"G"
"1746","Bone and connective tissue",0.6,"Y",1.6,"Energy",512,NA,NA,NA,"kJ"
"1747","Bone and connective tissue",0.6,"Y",1.6,"Iron, Fe",1.37,NA,NA,1.37,"MG"
"1748","Bone and connective tissue",0.6,"Y",1.6,"Magnesium, Mg",11.4,NA,NA,11.4,"MG"
"1749","Bone and connective tissue",0.6,"Y",1.6,"Phosphorus, P",222,NA,NA,222,"MG"
"1750","Bone and connective tissue",0.6,"Y",1.6,"Sodium, Na",50,NA,NA,50,"MG"
"1751","Bone and connective tissue",0.6,"Y",1.6,"Copper, Cu",0.035,NA,NA,0.035,"MG"
"1752","Bone and connective tissue",0.6,"Y",1.6,"Manganese, Mn",0.002,NA,NA,0.002,"MG"
"1753","Bone and connective tissue",0.6,"Y",1.6,"Riboflavin",0.185,0.18,0.19,0.185,"MG"
"1754","Bone and connective tissue",0.6,"Y",1.6,"Vitamin B-12",2.06,2.04,2.09,2.06,"UG"
"1755","Bone and connective tissue",0.6,"Y",1.6,"Cholesterol",62,57,67,62,"MG"
"1756","Bone and connective tissue",0.6,"Y",1.6,"Fatty acids, total trans",0.129,NA,NA,NA,"G"
"1757","Bone and connective tissue",0.6,"Y",1.6,"Fatty acids, total saturated",0.953,NA,NA,NA,"G"
"1758","Bone and connective tissue",0.6,"Y",1.6,"12:0",0.002,0.002,0.002,0.002,"G"
"1759","Bone and connective tissue",0.6,"Y",1.6,"14:0",0.062,0.059,0.065,0.062,"G"
"1760","Bone and connective tissue",0.6,"Y",1.6,"22:6 n-3 (DHA)",0.002,0.002,0.003,0.002,"G"
"1761","Bone and connective tissue",0.6,"Y",1.6,"20:5 n-3 (EPA)",0.004,0.002,0.005,0.004,"G"
"1762","Bone and connective tissue",0.6,"Y",1.6,"22:5 n-3 (DPA)",0.011,0.009,0.013,0.011,"G"
"1763","Bone and connective tissue",0.6,"Y",1.6,"17:0",0.027,0.027,0.028,0.027,"G"
"1764","Bone and connective tissue",0.6,"Y",1.6,"24:0",0.003,0.002,0.003,0.003,"G"
"1765","Bone and connective tissue",0.6,"Y",1.6,"16:1 t",0.008,0.007,0.009,0.008,"G"
"1766","Bone and connective tissue",0.6,"Y",1.6,"18:1 c",0.833,0.804,0.862,0.833,"G"
"1767","Bone and connective tissue",0.6,"Y",1.6,"18:2 n-6 c,c",0.113,0.108,0.119,0.113,"G"
"1768","Bone and connective tissue",0.6,"Y",1.6,"17:1",0.021,0.021,0.022,0.021,"G"
"1769","Bone and connective tissue",0.6,"Y",1.6,"Fatty acids, total trans-monoenoic",0.118,NA,NA,NA,"G"
"1770","Bone and connective tissue",0.6,"Y",1.6,"18:3 n-3 c,c,c (ALA)",0.005,0.005,0.005,0.005,"G"
"1771","Bone and connective tissue",0.6,"Y",1.6,"Total lipid (fat)",2.48,1.47,3.46,2.26,"G"
"1772","Bone and connective tissue",0.6,"Y",1.6,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"1773","Bone and connective tissue",0.6,"Y",1.6,"Energy",122,NA,NA,NA,"KCAL"
"1774","Bone and connective tissue",0.6,"Y",1.6,"Water",73.7,71.6,74.7,73.7,"G"
"1775","Bone and connective tissue",0.6,"Y",1.6,"Calcium, Ca",13,NA,NA,13,"MG"
"1776","Bone and connective tissue",0.6,"Y",1.6,"Potassium, K",312,NA,NA,312,"MG"
"1777","Bone and connective tissue",0.6,"Y",1.6,"Zinc, Zn",3.38,NA,NA,3.38,"MG"
"1778","Bone and connective tissue",0.6,"Y",1.6,"Selenium, Se",22.2,NA,NA,22.2,"UG"
"1779","Bone and connective tissue",0.6,"Y",1.6,"Niacin",6.58,6.31,6.86,6.58,"MG"
"1780","Bone and connective tissue",0.6,"Y",1.6,"Vitamin B-6",0.638,0.609,0.666,0.638,"MG"
"1781","Bone and connective tissue",0.6,"Y",1.6,"10:0",0.003,0.002,0.005,0.003,"G"
"1782","Bone and connective tissue",0.6,"Y",1.6,"16:0",0.546,0.53,0.561,0.546,"G"
"1783","Bone and connective tissue",0.6,"Y",1.6,"18:0",0.297,0.279,0.315,0.297,"G"
"1784","Bone and connective tissue",0.6,"Y",1.6,"20:0",0.002,0.002,0.002,0.002,"G"
"1785","Bone and connective tissue",0.6,"Y",1.6,"20:4",0.032,0.026,0.039,0.033,"G"
"1786","Bone and connective tissue",0.6,"Y",1.6,"20:1",0.007,0.006,0.008,0.007,"G"
"1787","Bone and connective tissue",0.6,"Y",1.6,"Fatty acids, total monounsaturated",0.951,NA,NA,NA,"G"
"1788","Bone and connective tissue",0.6,"Y",1.6,"Fatty acids, total polyunsaturated",0.192,NA,NA,NA,"G"
"1789","Bone and connective tissue",0.6,"Y",1.6,"15:0",0.011,0.01,0.012,0.011,"G"
"1790","Bone and connective tissue",0.6,"Y",1.6,"18:1 t",0.11,0.11,0.111,0.11,"G"
"1791","Bone and connective tissue",0.6,"Y",1.6,"18:2 t not further defined",0.011,0.011,0.011,0.011,"G"
"1792","Bone and connective tissue",0.6,"Y",1.6,"18:2 CLAs",0.011,0.009,0.012,0.011,"G"
"1793","Bone and connective tissue",0.6,"Y",1.6,"20:2 n-6 c,c",0.001,0.001,0.001,0.001,"G"
"1794","Bone and connective tissue",0.6,"Y",1.6,"16:1 c",0.072,0.072,0.072,0.072,"G"
"1795","Bone and connective tissue",0.6,"Y",1.6,"20:3 n-6",0.012,0.012,0.013,0.012,"G"
"1796","Bone and connective tissue",0.6,"Y",1.6,"Fatty acids, total trans-dienoic",0.011,NA,NA,NA,"G"
"1797","Bone and connective tissue",0.6,"Y",1.6,"14:1 c",0.018,NA,NA,NA,"G"
"1798","Bone and connective tissue",0.6,"Y",1.6,"17:1 c",0.021,NA,NA,NA,"G"
"1799","Bone and connective tissue",0.6,"Y",1.6,"20:1 c",0.007,NA,NA,NA,"G"
"1800","Bone and connective tissue",0.6,"Y",1.6,"18:2 c",0.124,NA,NA,NA,"G"
"1801","Bone and connective tissue",0.6,"Y",1.6,"18:3 c",0.005,NA,NA,NA,"G"
"1802","Bone and connective tissue",0.6,"Y",1.6,"20:3 c",0.012,NA,NA,NA,"G"
"1803","Bone and connective tissue",0.6,"Y",1.6,"20:4 c",0.032,NA,NA,NA,"G"
"1804","Bone and connective tissue",0.6,"Y",1.6,"20:5 c",0.004,NA,NA,NA,"G"
"1805","Bone and connective tissue",0.6,"Y",1.6,"22:5 c",0.011,NA,NA,NA,"G"
"1806","Bone and connective tissue",0.6,"Y",1.6,"22:6 c",0.002,NA,NA,NA,"G"
"1807","Bone and connective tissue",0.6,"Y",1.6,"20:2 c",0.001,NA,NA,NA,"G"
"1808","Bone and connective tissue",0.6,"Y",1.6,"Total fat (NLEA)",2.23,NA,NA,NA,"G"
"1809","External fat",0.9,"Y",2.7,"Protein",23.4,22.6,24,23.4,"G"
"1810","External fat",0.9,"Y",2.7,"Ash",1.08,0.99,1.19,1.06,"G"
"1811","External fat",0.9,"Y",2.7,"Energy",512,NA,NA,NA,"kJ"
"1812","External fat",0.9,"Y",2.7,"Iron, Fe",1.37,NA,NA,1.37,"MG"
"1813","External fat",0.9,"Y",2.7,"Magnesium, Mg",11.4,NA,NA,11.4,"MG"
"1814","External fat",0.9,"Y",2.7,"Phosphorus, P",222,NA,NA,222,"MG"
"1815","External fat",0.9,"Y",2.7,"Sodium, Na",50,NA,NA,50,"MG"
"1816","External fat",0.9,"Y",2.7,"Copper, Cu",0.035,NA,NA,0.035,"MG"
"1817","External fat",0.9,"Y",2.7,"Manganese, Mn",0.002,NA,NA,0.002,"MG"
"1818","External fat",0.9,"Y",2.7,"Riboflavin",0.185,0.18,0.19,0.185,"MG"
"1819","External fat",0.9,"Y",2.7,"Vitamin B-12",2.06,2.04,2.09,2.06,"UG"
"1820","External fat",0.9,"Y",2.7,"Cholesterol",62,57,67,62,"MG"
"1821","External fat",0.9,"Y",2.7,"Fatty acids, total trans",0.129,NA,NA,NA,"G"
"1822","External fat",0.9,"Y",2.7,"Fatty acids, total saturated",0.953,NA,NA,NA,"G"
"1823","External fat",0.9,"Y",2.7,"12:0",0.002,0.002,0.002,0.002,"G"
"1824","External fat",0.9,"Y",2.7,"14:0",0.062,0.059,0.065,0.062,"G"
"1825","External fat",0.9,"Y",2.7,"22:6 n-3 (DHA)",0.002,0.002,0.003,0.002,"G"
"1826","External fat",0.9,"Y",2.7,"20:5 n-3 (EPA)",0.004,0.002,0.005,0.004,"G"
"1827","External fat",0.9,"Y",2.7,"22:5 n-3 (DPA)",0.011,0.009,0.013,0.011,"G"
"1828","External fat",0.9,"Y",2.7,"17:0",0.027,0.027,0.028,0.027,"G"
"1829","External fat",0.9,"Y",2.7,"24:0",0.003,0.002,0.003,0.003,"G"
"1830","External fat",0.9,"Y",2.7,"16:1 t",0.008,0.007,0.009,0.008,"G"
"1831","External fat",0.9,"Y",2.7,"18:1 c",0.833,0.804,0.862,0.833,"G"
"1832","External fat",0.9,"Y",2.7,"18:2 n-6 c,c",0.113,0.108,0.119,0.113,"G"
"1833","External fat",0.9,"Y",2.7,"17:1",0.021,0.021,0.022,0.021,"G"
"1834","External fat",0.9,"Y",2.7,"Fatty acids, total trans-monoenoic",0.118,NA,NA,NA,"G"
"1835","External fat",0.9,"Y",2.7,"18:3 n-3 c,c,c (ALA)",0.005,0.005,0.005,0.005,"G"
"1836","External fat",0.9,"Y",2.7,"Total lipid (fat)",2.48,1.47,3.46,2.26,"G"
"1837","External fat",0.9,"Y",2.7,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"1838","External fat",0.9,"Y",2.7,"Energy",122,NA,NA,NA,"KCAL"
"1839","External fat",0.9,"Y",2.7,"Water",73.7,71.6,74.7,73.7,"G"
"1840","External fat",0.9,"Y",2.7,"Calcium, Ca",13,NA,NA,13,"MG"
"1841","External fat",0.9,"Y",2.7,"Potassium, K",312,NA,NA,312,"MG"
"1842","External fat",0.9,"Y",2.7,"Zinc, Zn",3.38,NA,NA,3.38,"MG"
"1843","External fat",0.9,"Y",2.7,"Selenium, Se",22.2,NA,NA,22.2,"UG"
"1844","External fat",0.9,"Y",2.7,"Niacin",6.58,6.31,6.86,6.58,"MG"
"1845","External fat",0.9,"Y",2.7,"Vitamin B-6",0.638,0.609,0.666,0.638,"MG"
"1846","External fat",0.9,"Y",2.7,"10:0",0.003,0.002,0.005,0.003,"G"
"1847","External fat",0.9,"Y",2.7,"16:0",0.546,0.53,0.561,0.546,"G"
"1848","External fat",0.9,"Y",2.7,"18:0",0.297,0.279,0.315,0.297,"G"
"1849","External fat",0.9,"Y",2.7,"20:0",0.002,0.002,0.002,0.002,"G"
"1850","External fat",0.9,"Y",2.7,"20:4",0.032,0.026,0.039,0.033,"G"
"1851","External fat",0.9,"Y",2.7,"20:1",0.007,0.006,0.008,0.007,"G"
"1852","External fat",0.9,"Y",2.7,"Fatty acids, total monounsaturated",0.951,NA,NA,NA,"G"
"1853","External fat",0.9,"Y",2.7,"Fatty acids, total polyunsaturated",0.192,NA,NA,NA,"G"
"1854","External fat",0.9,"Y",2.7,"15:0",0.011,0.01,0.012,0.011,"G"
"1855","External fat",0.9,"Y",2.7,"18:1 t",0.11,0.11,0.111,0.11,"G"
"1856","External fat",0.9,"Y",2.7,"18:2 t not further defined",0.011,0.011,0.011,0.011,"G"
"1857","External fat",0.9,"Y",2.7,"18:2 CLAs",0.011,0.009,0.012,0.011,"G"
"1858","External fat",0.9,"Y",2.7,"20:2 n-6 c,c",0.001,0.001,0.001,0.001,"G"
"1859","External fat",0.9,"Y",2.7,"16:1 c",0.072,0.072,0.072,0.072,"G"
"1860","External fat",0.9,"Y",2.7,"20:3 n-6",0.012,0.012,0.013,0.012,"G"
"1861","External fat",0.9,"Y",2.7,"Fatty acids, total trans-dienoic",0.011,NA,NA,NA,"G"
"1862","External fat",0.9,"Y",2.7,"14:1 c",0.018,NA,NA,NA,"G"
"1863","External fat",0.9,"Y",2.7,"17:1 c",0.021,NA,NA,NA,"G"
"1864","External fat",0.9,"Y",2.7,"20:1 c",0.007,NA,NA,NA,"G"
"1865","External fat",0.9,"Y",2.7,"18:2 c",0.124,NA,NA,NA,"G"
"1866","External fat",0.9,"Y",2.7,"18:3 c",0.005,NA,NA,NA,"G"
"1867","External fat",0.9,"Y",2.7,"20:3 c",0.012,NA,NA,NA,"G"
"1868","External fat",0.9,"Y",2.7,"20:4 c",0.032,NA,NA,NA,"G"
"1869","External fat",0.9,"Y",2.7,"20:5 c",0.004,NA,NA,NA,"G"
"1870","External fat",0.9,"Y",2.7,"22:5 c",0.011,NA,NA,NA,"G"
"1871","External fat",0.9,"Y",2.7,"22:6 c",0.002,NA,NA,NA,"G"
"1872","External fat",0.9,"Y",2.7,"20:2 c",0.001,NA,NA,NA,"G"
"1873","External fat",0.9,"Y",2.7,"Total fat (NLEA)",2.23,NA,NA,NA,"G"
"1874","Handling loss",0.4,"N",1.2,"Protein",23.4,22.6,24,23.4,"G"
"1875","Handling loss",0.4,"N",1.2,"Ash",1.08,0.99,1.19,1.06,"G"
"1876","Handling loss",0.4,"N",1.2,"Energy",512,NA,NA,NA,"kJ"
"1877","Handling loss",0.4,"N",1.2,"Iron, Fe",1.37,NA,NA,1.37,"MG"
"1878","Handling loss",0.4,"N",1.2,"Magnesium, Mg",11.4,NA,NA,11.4,"MG"
"1879","Handling loss",0.4,"N",1.2,"Phosphorus, P",222,NA,NA,222,"MG"
"1880","Handling loss",0.4,"N",1.2,"Sodium, Na",50,NA,NA,50,"MG"
"1881","Handling loss",0.4,"N",1.2,"Copper, Cu",0.035,NA,NA,0.035,"MG"
"1882","Handling loss",0.4,"N",1.2,"Manganese, Mn",0.002,NA,NA,0.002,"MG"
"1883","Handling loss",0.4,"N",1.2,"Riboflavin",0.185,0.18,0.19,0.185,"MG"
"1884","Handling loss",0.4,"N",1.2,"Vitamin B-12",2.06,2.04,2.09,2.06,"UG"
"1885","Handling loss",0.4,"N",1.2,"Cholesterol",62,57,67,62,"MG"
"1886","Handling loss",0.4,"N",1.2,"Fatty acids, total trans",0.129,NA,NA,NA,"G"
"1887","Handling loss",0.4,"N",1.2,"Fatty acids, total saturated",0.953,NA,NA,NA,"G"
"1888","Handling loss",0.4,"N",1.2,"12:0",0.002,0.002,0.002,0.002,"G"
"1889","Handling loss",0.4,"N",1.2,"14:0",0.062,0.059,0.065,0.062,"G"
"1890","Handling loss",0.4,"N",1.2,"22:6 n-3 (DHA)",0.002,0.002,0.003,0.002,"G"
"1891","Handling loss",0.4,"N",1.2,"20:5 n-3 (EPA)",0.004,0.002,0.005,0.004,"G"
"1892","Handling loss",0.4,"N",1.2,"22:5 n-3 (DPA)",0.011,0.009,0.013,0.011,"G"
"1893","Handling loss",0.4,"N",1.2,"17:0",0.027,0.027,0.028,0.027,"G"
"1894","Handling loss",0.4,"N",1.2,"24:0",0.003,0.002,0.003,0.003,"G"
"1895","Handling loss",0.4,"N",1.2,"16:1 t",0.008,0.007,0.009,0.008,"G"
"1896","Handling loss",0.4,"N",1.2,"18:1 c",0.833,0.804,0.862,0.833,"G"
"1897","Handling loss",0.4,"N",1.2,"18:2 n-6 c,c",0.113,0.108,0.119,0.113,"G"
"1898","Handling loss",0.4,"N",1.2,"17:1",0.021,0.021,0.022,0.021,"G"
"1899","Handling loss",0.4,"N",1.2,"Fatty acids, total trans-monoenoic",0.118,NA,NA,NA,"G"
"1900","Handling loss",0.4,"N",1.2,"18:3 n-3 c,c,c (ALA)",0.005,0.005,0.005,0.005,"G"
"1901","Handling loss",0.4,"N",1.2,"Total lipid (fat)",2.48,1.47,3.46,2.26,"G"
"1902","Handling loss",0.4,"N",1.2,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"1903","Handling loss",0.4,"N",1.2,"Energy",122,NA,NA,NA,"KCAL"
"1904","Handling loss",0.4,"N",1.2,"Water",73.7,71.6,74.7,73.7,"G"
"1905","Handling loss",0.4,"N",1.2,"Calcium, Ca",13,NA,NA,13,"MG"
"1906","Handling loss",0.4,"N",1.2,"Potassium, K",312,NA,NA,312,"MG"
"1907","Handling loss",0.4,"N",1.2,"Zinc, Zn",3.38,NA,NA,3.38,"MG"
"1908","Handling loss",0.4,"N",1.2,"Selenium, Se",22.2,NA,NA,22.2,"UG"
